ID,Address Complete,Address First Line,Address Street Number,Address Street,Suburb,Council Area,State,Postcode,Lat,Long,Property Type,Occupancy Type,Development Zone,Land Area,Land Use,Beds,Baths,Sales Price,Year Built,Last Sale Date,Agency
12485768,3 SUNSHINE STREET PASCOE VALE VIC 3044,3 SUNSHINE STREET ,3,SUNSHINE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72035742,144.94843272,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,234,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,450500.0,2003,2013-05-18,Barry Plant - Coburg
15736990,7A SUNSHINE STREET PASCOE VALE VIC 3044,7A SUNSHINE STREET ,7,SUNSHINE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72008512,144.94847765,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,151,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,441000.0,2005,2014-09-30,Harcourts Vision
16606876,2/8 SUNSHINE STREET PASCOE VALE VIC 3044,2/8 SUNSHINE STREET ,8,SUNSHINE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72011566,144.94906473,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,192,Strata Unit or Flat  (Unspecified),3.0,2.0,756000.0,2013,2019-11-30,Nelson Alexander Pascoe Vale
36121555,SURREY STREET PASCOE VALE VIC 3044,SURREY STREET ,,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),,1.0,233000.0,1970,2007-12-21,
36138093,SURREY STREET PASCOE VALE VIC 3044,SURREY STREET ,,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,,305000.0,1970,2020-05-08,Nelson Alexander Pascoe Vale
36132679,SURREY STREET PASCOE VALE VIC 3044,SURREY STREET ,,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),,1.0,185000.0,1970,2007-07-05,
51368933,SURREY STREET PASCOE VALE VIC 3044,SURREY STREET ,,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72497078,144.94899605,OTHER,,,281,Single Strata Unit/Villa Unit/Townhouse,,,,,,
36102390,LOT 31 SURREY STREET PASCOE VALE VIC 3044,LOT 31 SURREY STREET ,,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,OTHER,,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),,,200000.0,1970,2007-03-31,
36147864,LOT 39 SURREY STREET PASCOE VALE VIC 3044,LOT 39 SURREY STREET ,,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,OTHER,,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),,,195600.0,1970,2006-02-08,
12485882,1/12 SURREY STREET PASCOE VALE VIC 3044,1/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,1.0,0.0,1970,2014-01-29,
15594718,2/12 SURREY STREET PASCOE VALE VIC 3044,2/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,1.0,0.0,1970,2021-12-25,
15594715,7/12 SURREY STREET PASCOE VALE VIC 3044,7/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,1.0,160000.0,1970,2002-09-05,
15594714,8/12 SURREY STREET PASCOE VALE VIC 3044,8/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),3.0,2.0,70000.0,1970,1997-10-28,
15594713,9/12 SURREY STREET PASCOE VALE VIC 3044,9/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,1.0,45000.0,1970,1985-02-01,
12485874,11/12 SURREY STREET PASCOE VALE VIC 3044,11/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,1.0,145000.0,1970,2001-11-07,
11105142,12/12 SURREY STREET PASCOE VALE VIC 3044,12/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,1.0,85000.0,1970,1999-11-20,
12485849,13/12 SURREY STREET PASCOE VALE VIC 3044,13/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,HOUSE,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),3.0,1.0,38300.0,1970,1984-05-30,
15594722,15/12 SURREY STREET PASCOE VALE VIC 3044,15/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,1.0,71000.0,1965,1996-06-07,
12485863,17/12 SURREY STREET PASCOE VALE VIC 3044,17/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,1.0,380000.0,1970,2025-02-08,Nelson Alexander - Pascoe Vale
36101525,18/12 SURREY STREET PASCOE VALE VIC 3044,18/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,HOUSE,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,1.0,213000.0,1985,2008-07-05,
12485880,19/12 SURREY STREET PASCOE VALE VIC 3044,19/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,1.0,160000.0,1970,2002-08-29,
12485868,20/12 SURREY STREET PASCOE VALE VIC 3044,20/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,1.0,305000.0,1990,2020-05-08,Nelson Alexander Pascoe Vale
15594716,22/12 SURREY STREET PASCOE VALE VIC 3044,22/12 SURREY STREET ,12,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72653119,144.94898144,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,3354,Strata Unit or Flat  (Unspecified),2.0,1.0,200000.0,1975,2006-12-20,Essendon Office
16114231,3/20 SURREY STREET PASCOE VALE VIC 3044,3/20 SURREY STREET ,20,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72613675,144.94904049,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,139,Strata Unit or Flat  (Unspecified),2.0,1.0,470000.0,2012,2011-09-19,
16169476,5/20 SURREY STREET PASCOE VALE VIC 3044,5/20 SURREY STREET ,20,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72613675,144.94904049,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,136,Strata Unit or Flat  (Unspecified),2.0,1.0,390000.0,2012,2013-02-05,Oak Park Real Estate
14433373,3/29 SURREY STREET PASCOE VALE VIC 3044,3/29 SURREY STREET ,29,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72543106,144.9481537,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,155,Strata Unit or Flat  (Unspecified),2.0,1.0,436000.0,1999,2010-07-12,
14433374,4/29 SURREY STREET PASCOE VALE VIC 3044,4/29 SURREY STREET ,29,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72543106,144.9481537,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,190,Strata Unit or Flat  (Unspecified),2.0,1.0,438000.0,2000,2010-05-20,Harrington Earl Estate Agents
12485918,5/29 SURREY STREET PASCOE VALE VIC 3044,5/29 SURREY STREET ,29,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72543106,144.9481537,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,196,Strata Unit or Flat  (Unspecified),3.0,1.0,453002.0,1999,2011-10-08,Ray White Pascoe Vale
46788533,32 SURREY STREET PASCOE VALE VIC 3044,32 SURREY STREET ,32,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72517716,144.94896933,OTHER,,Neighbourhood Residential Zone - Schedule 1,240,Single Strata Unit/Villa Unit/Townhouse,,,,,,
46788531,1/32 SURREY STREET PASCOE VALE VIC 3044,1/32 SURREY STREET ,32,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72517716,144.94896933,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,240,Single Strata Unit/Villa Unit/Townhouse,4.0,3.0,745000.0,2019,2019-01-11,
46788532,2/32 SURREY STREET PASCOE VALE VIC 3044,2/32 SURREY STREET ,32,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72517716,144.94896933,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,180,Single Strata Unit/Villa Unit/Townhouse,4.0,3.0,1135000.0,2020,2021-10-15,Jellis Craig - Brunswick
12485932,33 SURREY STREET PASCOE VALE VIC 3044,33 SURREY STREET ,33,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72510977,144.94820524,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,1224,Strata Unit or Flat  (Unspecified),2.0,1.0,145000.0,1970,1993-08-07,E J Doherty Pty Ltd Coburg
51368929,1/34 SURREY STREET PASCOE VALE VIC 3044,1/34 SURREY STREET ,34,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72497078,144.94899605,UNIT,Rented,,281,Single Strata Unit/Villa Unit/Townhouse,5.0,3.0,1230000.0,,2023-06-02,Ray White Brunswick
51368932,4/34 SURREY STREET PASCOE VALE VIC 3044,4/34 SURREY STREET ,34,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72497078,144.94899605,UNIT,Rented,,200,Single Strata Unit/Villa Unit/Townhouse,4.0,3.0,950000.0,2023,2021-07-14,
43939691,35 SURREY STREET PASCOE VALE VIC 3044,35 SURREY STREET ,35,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72494902,144.94823074,OTHER,,Neighbourhood Residential Zone - Schedule 1,472,Strata Unit or Flat  (Unspecified),,,,,,
12485942,3/35 SURREY STREET PASCOE VALE VIC 3044,3/35 SURREY STREET ,35,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72494902,144.94823074,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,140,Single Strata Unit/Villa Unit/Townhouse,2.0,2.0,565000.0,1990,2017-02-18,Barry Plant Coburg
12485945,5/35 SURREY STREET PASCOE VALE VIC 3044,5/35 SURREY STREET ,35,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72494902,144.94823074,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,168,Strata Unit or Flat  (Unspecified),3.0,2.0,685000.0,1990,2020-01-27,McGrath
43903733,43 SURREY STREET PASCOE VALE VIC 3044,43 SURREY STREET ,43,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72431191,144.94833091,OTHER,,Neighbourhood Residential Zone - Schedule 1,689,Single Strata Unit/Villa Unit/Townhouse,,,,,,
12485967,3/43 SURREY STREET PASCOE VALE VIC 3044,3/43 SURREY STREET ,43,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72431191,144.94833091,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,95,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,480000.0,1970,2023-11-19,Brad Teal Real Estate
12485981,1/47 SURREY STREET PASCOE VALE VIC 3044,1/47 SURREY STREET ,47,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72312889,144.94852427,HOUSE,Rented,Neighbourhood Residential Zone - Schedule 1,240,Single Strata Unit/Villa Unit/Townhouse,3.0,1.0,430000.0,1990,2011-06-08,Brad Teal Real Estate Pascoe Vale
12485983,2/47 SURREY STREET PASCOE VALE VIC 3044,2/47 SURREY STREET ,47,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72312889,144.94852427,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,204,Strata Unit or Flat  (Unspecified),2.0,,190000.0,1990,2000-10-16,
12485985,3/47 SURREY STREET PASCOE VALE VIC 3044,3/47 SURREY STREET ,47,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72312889,144.94852427,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,146,Strata Unit or Flat  (Unspecified),3.0,,225000.0,1990,2000-08-03,
16080358,1/51 SURREY STREET PASCOE VALE VIC 3044,1/51 SURREY STREET ,51,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72285006,144.94857108,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,231,Strata Unit or Flat  (Unspecified),3.0,1.0,555000.0,2012,2012-03-20,
16338208,2/51 SURREY STREET PASCOE VALE VIC 3044,2/51 SURREY STREET ,51,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72285006,144.94857108,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,111,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,519000.0,2012,2019-01-03,"Harcourts Rata & Co - Thomastown-Lalor, Epping-Wollert, Mill Park-South Morang, Reservoir"
16072759,3/51 SURREY STREET PASCOE VALE VIC 3044,3/51 SURREY STREET ,51,SURREY STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72285006,144.94857108,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,114,Strata Unit or Flat  (Unspecified),2.0,1.0,435000.0,2012,2012-03-29,
10549147,80 SUSSEX STREET PASCOE VALE VIC 3044,80 SUSSEX STREET ,80,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73343778,144.94971964,UNIT,Rented,General Residential Zone - Schedule 1,238,Strata Unit or Flat  (Unspecified),2.0,1.0,132500.0,2012,1994-03-26,
10549149,80A SUSSEX STREET PASCOE VALE VIC 3044,80A SUSSEX STREET ,80,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73347819,144.94986797,UNIT,Rented,General Residential Zone - Schedule 1,293,Strata Unit or Flat  (Unspecified),2.0,,132500.0,2012,1994-03-26,
43977155,91 SUSSEX STREET PASCOE VALE VIC 3044,91 SUSSEX STREET ,91,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73125573,144.9492784,HOUSE,,Residential Growth Zone - Schedule 2,164,Single Strata Unit/Villa Unit/Townhouse,4.0,2.0,,,,
43275617,1/91 SUSSEX STREET PASCOE VALE VIC 3044,1/91 SUSSEX STREET ,91,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73125573,144.9492784,UNIT,Rented,Residential Growth Zone - Schedule 2,127,Strata Unit or Flat  (Unspecified),2.0,2.0,515000.0,2016,2016-02-18,
43275609,2/91 SUSSEX STREET PASCOE VALE VIC 3044,2/91 SUSSEX STREET ,91,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73125573,144.9492784,UNIT,Rented,Residential Growth Zone - Schedule 2,53,Strata Unit or Flat  (Unspecified),2.0,1.0,499000.0,2017,2017-10-16,
43275610,3/91 SUSSEX STREET PASCOE VALE VIC 3044,3/91 SUSSEX STREET ,91,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73125573,144.9492784,UNIT,Rented,Residential Growth Zone - Schedule 2,53,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,470000.0,2017,2024-12-09,Brad Teal Woodards Pascoe Vale South
43275611,4/91 SUSSEX STREET PASCOE VALE VIC 3044,4/91 SUSSEX STREET ,91,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73125573,144.9492784,UNIT,Rented,Residential Growth Zone - Schedule 2,53,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,485000.0,2017,2021-10-27,Ray White Glenroy
43275612,5/91 SUSSEX STREET PASCOE VALE VIC 3044,5/91 SUSSEX STREET ,91,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73125573,144.9492784,UNIT,Rented,Residential Growth Zone - Schedule 2,53,Strata Unit or Flat  (Unspecified),2.0,1.0,499000.0,2017,2016-03-16,
43275613,6/91 SUSSEX STREET PASCOE VALE VIC 3044,6/91 SUSSEX STREET ,91,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73125573,144.9492784,UNIT,Rented,Residential Growth Zone - Schedule 2,53,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,499000.0,2017,2016-03-04,
43275614,7/91 SUSSEX STREET PASCOE VALE VIC 3044,7/91 SUSSEX STREET ,91,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73125573,144.9492784,UNIT,Rented,Residential Growth Zone - Schedule 2,53,Strata Unit or Flat  (Unspecified),2.0,1.0,499000.0,2017,2016-02-23,
43275615,8/91 SUSSEX STREET PASCOE VALE VIC 3044,8/91 SUSSEX STREET ,91,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73125573,144.9492784,UNIT,Rented,Residential Growth Zone - Schedule 2,88,Strata Unit or Flat  (Unspecified),2.0,1.0,499000.0,2016,2016-02-18,
43978674,95 SUSSEX STREET PASCOE VALE VIC 3044,95 SUSSEX STREET ,95,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73098306,144.94931988,OTHER,,Residential Growth Zone - Schedule 2,171,Single Strata Unit/Villa Unit/Townhouse,,,,,,
37569642,1/95 SUSSEX STREET PASCOE VALE VIC 3044,1/95 SUSSEX STREET ,95,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73098306,144.94931988,UNIT,Rented,Residential Growth Zone - Schedule 2,109,Strata Unit or Flat  (Unspecified),2.0,1.0,515000.0,2016,2016-07-14,
37569644,2/95 SUSSEX STREET PASCOE VALE VIC 3044,2/95 SUSSEX STREET ,95,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73098306,144.94931988,UNIT,Rented,Residential Growth Zone - Schedule 2,52,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,475500.0,2016,2023-06-13,
37569645,3/95 SUSSEX STREET PASCOE VALE VIC 3044,3/95 SUSSEX STREET ,95,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73098306,144.94931988,UNIT,Rented,Residential Growth Zone - Schedule 2,51,Strata Unit or Flat  (Unspecified),2.0,1.0,499000.0,2017,2017-10-10,
37569646,4/95 SUSSEX STREET PASCOE VALE VIC 3044,4/95 SUSSEX STREET ,95,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73098306,144.94931988,UNIT,Rented,Residential Growth Zone - Schedule 2,51,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,520000.0,2016,2022-02-02,Brad Teal Woodards Pascoe Vale
37569647,5/95 SUSSEX STREET PASCOE VALE VIC 3044,5/95 SUSSEX STREET ,95,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73098306,144.94931988,UNIT,Rented,Residential Growth Zone - Schedule 2,51,Strata Unit or Flat  (Unspecified),2.0,1.0,499000.0,2016,2017-01-31,
37569648,6/95 SUSSEX STREET PASCOE VALE VIC 3044,6/95 SUSSEX STREET ,95,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73098306,144.94931988,UNIT,Rented,Residential Growth Zone - Schedule 2,52,Strata Unit or Flat  (Unspecified),2.0,1.0,499000.0,2016,2016-11-26,
37569649,7/95 SUSSEX STREET PASCOE VALE VIC 3044,7/95 SUSSEX STREET ,95,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73098306,144.94931988,UNIT,Rented,Residential Growth Zone - Schedule 2,51,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,483000.0,2016,2024-04-24,Barry Plant Inner City Group
37569650,8/95 SUSSEX STREET PASCOE VALE VIC 3044,8/95 SUSSEX STREET ,95,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73098306,144.94931988,UNIT,Rented,Residential Growth Zone - Schedule 2,103,Strata Unit or Flat  (Unspecified),2.0,1.0,487500.0,2017,2019-08-13,Barry Plant - Inner City Group
44294084,2/103 SUSSEX STREET PASCOE VALE VIC 3044,2/103 SUSSEX STREET ,103,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73043781,144.94940273,UNIT,Rented,Residential Growth Zone - Schedule 2,52,Strata Unit or Flat  (Unspecified),2.0,2.0,569000.0,2018,2017-02-07,
44294085,3/103 SUSSEX STREET PASCOE VALE VIC 3044,3/103 SUSSEX STREET ,103,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73043781,144.94940273,UNIT,Rented,Residential Growth Zone - Schedule 2,51,Strata Unit or Flat  (Unspecified),2.0,2.0,540000.0,2018,2025-02-10,Ray White Pascoe Vale
44294086,4/103 SUSSEX STREET PASCOE VALE VIC 3044,4/103 SUSSEX STREET ,103,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73043781,144.94940273,UNIT,Rented,Residential Growth Zone - Schedule 2,45,Strata Unit or Flat  (Unspecified),2.0,2.0,579900.0,2017,2017-02-22,
44294088,6/103 SUSSEX STREET PASCOE VALE VIC 3044,6/103 SUSSEX STREET ,103,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73043781,144.94940273,UNIT,Rented,Residential Growth Zone - Schedule 2,51,Single Strata Unit/Villa Unit/Townhouse,2.0,2.0,569000.0,2018,2017-03-29,
44294089,7/103 SUSSEX STREET PASCOE VALE VIC 3044,7/103 SUSSEX STREET ,103,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73043781,144.94940273,UNIT,Rented,Residential Growth Zone - Schedule 2,51,Strata Unit or Flat  (Unspecified),2.0,2.0,569000.0,2018,2017-02-24,
43908889,143 SUSSEX STREET PASCOE VALE VIC 3044,143 SUSSEX STREET ,143,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72671593,144.94981162,OTHER,,Neighbourhood Residential Zone - Schedule 1,588,Single Strata Unit/Villa Unit/Townhouse,,,,,,
14433382,2/143 SUSSEX STREET PASCOE VALE VIC 3044,2/143 SUSSEX STREET ,143,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72671593,144.94981162,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,168,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,426000.0,2000,2014-06-28,Tom Egan Real Estate
12486166,4/143 SUSSEX STREET PASCOE VALE VIC 3044,4/143 SUSSEX STREET ,143,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72671593,144.94981162,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,200,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,770000.0,2007,2024-06-11,
12486169,5/143 SUSSEX STREET PASCOE VALE VIC 3044,5/143 SUSSEX STREET ,143,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72671593,144.94981162,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,174,Strata Unit or Flat  (Unspecified),5.0,,380000.0,2000,2007-04-05,Brad Teal Real Estate Coburg
14433389,2/149 SUSSEX STREET PASCOE VALE VIC 3044,2/149 SUSSEX STREET ,149,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72621813,144.94988384,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,191,Strata Unit or Flat  (Unspecified),3.0,1.0,317500.0,2004,2004-05-08,
12486187,2/151 SUSSEX STREET PASCOE VALE VIC 3044,2/151 SUSSEX STREET ,151,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72608823,144.94990298,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,172,Strata Unit or Flat  (Unspecified),3.0,1.0,0.0,2003,2008-04-30,
12486191,3/151 SUSSEX STREET PASCOE VALE VIC 3044,3/151 SUSSEX STREET ,151,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72608823,144.94990298,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,173,Single Strata Unit/Villa Unit/Townhouse,3.0,1.0,560000.0,2004,2018-06-05,
10549213,1/157 SUSSEX STREET PASCOE VALE VIC 3044,1/157 SUSSEX STREET ,157,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72570495,144.95017616,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,323,Strata Unit or Flat  (Unspecified),,,0.0,,2003-11-19,
12486199,2/157 SUSSEX STREET PASCOE VALE VIC 3044,2/157 SUSSEX STREET ,157,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72570495,144.95017616,UNIT,Government Owned - Other,Neighbourhood Residential Zone - Schedule 1,226,Strata Unit or Flat  (Unspecified),2.0,,111000.0,2012,1996-10-28,
12486203,159 SUSSEX STREET PASCOE VALE VIC 3044,159 SUSSEX STREET ,159,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.7254405,144.95029784,HOUSE,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,338,Strata Unit or Flat  (Unspecified),3.0,1.0,107000.0,,1999-05-12,
12486230,181 SUSSEX STREET PASCOE VALE VIC 3044,181 SUSSEX STREET ,181,SUSSEX STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72400482,144.95049089,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,353,Strata Unit or Flat  (Unspecified),3.0,1.0,375000.0,,2009-05-28,Ray White Pascoe Vale
